"sku","slug","style_name","product_name_zh","category","color_or_option","spec_type","dimensions","package_dimensions","weight_kg","spec_confidence","spec_note","price_eur","stock","material","packaging_method","rebound_time","main_image","gallery_images","detail_image","import_status"
"BS-TOFUHIGHBACKSOFA-01","tofu-highback-sofa-01","豆腐块高靠沙发1","豆腐块高靠沙发1 多色组合 / 带脚垫","combo","多色组合 / 带脚垫","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/tofu-highback-sofa/tofu-highback-sofa-01/main-01.png","/assets/catalog/tofu-highback-sofa/tofu-highback-sofa-01/main-01.png","/assets/catalog/tofu-highback-sofa/detail.jpg","needs_manual_spec_match"
"BS-TOFUHIGHBACKSOFA-02","tofu-highback-sofa-02","豆腐块高靠沙发1","豆腐块高靠沙发1 多色组合","combo","多色组合","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/tofu-highback-sofa/tofu-highback-sofa-02/main-01.png","/assets/catalog/tofu-highback-sofa/tofu-highback-sofa-02/main-01.png","/assets/catalog/tofu-highback-sofa/detail.jpg","needs_manual_spec_match"
"BS-TOFUHIGHBACKSOFA-03","tofu-highback-sofa-03","豆腐块高靠沙发1","豆腐块高靠沙发1 卡其黄色","single","卡其黄色","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/tofu-highback-sofa/tofu-highback-sofa-03/main-01.png","/assets/catalog/tofu-highback-sofa/tofu-highback-sofa-03/main-01.png","/assets/catalog/tofu-highback-sofa/detail.jpg","needs_manual_spec_match"
"BS-TOFUHIGHBACKSOFA-04","tofu-highback-sofa-04","豆腐块高靠沙发1","豆腐块高靠沙发1 米白色","single","米白色","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/tofu-highback-sofa/tofu-highback-sofa-04/main-01.png","/assets/catalog/tofu-highback-sofa/tofu-highback-sofa-04/main-01.png","/assets/catalog/tofu-highback-sofa/detail.jpg","needs_manual_spec_match"
"BS-TOFUHIGHBACKSOFA-05","tofu-highback-sofa-05","豆腐块高靠沙发1","豆腐块高靠沙发1 深灰色","single","深灰色","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/tofu-highback-sofa/tofu-highback-sofa-05/main-01.png","/assets/catalog/tofu-highback-sofa/tofu-highback-sofa-05/main-01.png","/assets/catalog/tofu-highback-sofa/detail.jpg","needs_manual_spec_match"
"BS-TOFUHIGHBACKSOFA-06","tofu-highback-sofa-06","豆腐块高靠沙发1","豆腐块高靠沙发1","single","标准款","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/tofu-highback-sofa/tofu-highback-sofa-06/main-01.png","/assets/catalog/tofu-highback-sofa/tofu-highback-sofa-06/main-01.png | /assets/catalog/tofu-highback-sofa/tofu-highback-sofa-06/main-02.jpg | /assets/catalog/tofu-highback-sofa/tofu-highback-sofa-06/main-03.jpg","/assets/catalog/tofu-highback-sofa/detail.jpg","needs_manual_spec_match"
"BS-PEBBLESOFA-01","pebble-sofa-01","鹅卵石沙发","鹅卵石沙发","single","标准款","组合","约480 x 230 cm","3箱，每箱约50 x 50 x 130 cm","70","medium","详情图未清楚显示高度，显示总重70kg","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/pebble-sofa/pebble-sofa-01/main-01.jpg","/assets/catalog/pebble-sofa/pebble-sofa-01/main-01.jpg | /assets/catalog/pebble-sofa/pebble-sofa-01/main-02.png","/assets/catalog/pebble-sofa/detail.jpg","matched_spec_needs_review"
"BS-PEANUTSOFABED-01","peanut-sofa-bed-01","花生沙发床","花生沙发床","single","标准款","沙发床","沙发态约200 x 84 x 70 cm; 展开约200 x 100 x 35 cm","待确认","20","medium","详情图包装箱尺寸未清楚标注","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/peanut-sofa-bed/peanut-sofa-bed-01/main-01.jpg","/assets/catalog/peanut-sofa-bed/peanut-sofa-bed-01/main-01.jpg | /assets/catalog/peanut-sofa-bed/peanut-sofa-bed-01/main-02.jpg | /assets/catalog/peanut-sofa-bed/peanut-sofa-bed-01/main-03.jpg","/assets/catalog/peanut-sofa-bed/detail.jpg","matched_spec_needs_review"
"BS-PEANUTSOFABED-02","peanut-sofa-bed-02","花生沙发床","花生沙发床 橙色","single","橙色","沙发床","沙发态约200 x 84 x 70 cm; 展开约200 x 100 x 35 cm","待确认","20","medium","详情图包装箱尺寸未清楚标注","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/peanut-sofa-bed/peanut-sofa-bed-02/main-01.png","/assets/catalog/peanut-sofa-bed/peanut-sofa-bed-02/main-01.png | /assets/catalog/peanut-sofa-bed/peanut-sofa-bed-02/main-02.png","/assets/catalog/peanut-sofa-bed/detail.jpg","matched_spec_needs_review"
"BS-PEANUTSOFABED-03","peanut-sofa-bed-03","花生沙发床","花生沙发床 灰咖色","single","灰咖色","沙发床","沙发态约200 x 84 x 70 cm; 展开约200 x 100 x 35 cm","待确认","20","medium","详情图包装箱尺寸未清楚标注","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/peanut-sofa-bed/peanut-sofa-bed-03/main-01.png","/assets/catalog/peanut-sofa-bed/peanut-sofa-bed-03/main-01.png | /assets/catalog/peanut-sofa-bed/peanut-sofa-bed-03/main-02.png","/assets/catalog/peanut-sofa-bed/detail.jpg","matched_spec_needs_review"
"BS-REMYSOFA-04","remy-sofa-04","莱米沙发","莱米沙发 三人位 / 橄榄绿 / 背景版","triple","三人位 / 橄榄绿 / 背景版","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-04/main-01.png","/assets/catalog/remy-sofa/remy-sofa-04/main-01.png","/assets/catalog/remy-sofa/detail.png","needs_manual_spec_match"
"BS-REMYSOFA-05","remy-sofa-05","莱米沙发","莱米沙发 三人位 / 姜黄色 / 背景版","triple","三人位 / 姜黄色 / 背景版","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-05/main-01.png","/assets/catalog/remy-sofa/remy-sofa-05/main-01.png","/assets/catalog/remy-sofa/detail.png","needs_manual_spec_match"
"BS-REMYSOFA-06","remy-sofa-06","莱米沙发","莱米沙发 三人位 / 深灰色 / 背景版","triple","三人位 / 深灰色 / 背景版","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-06/main-01.png","/assets/catalog/remy-sofa/remy-sofa-06/main-01.png","/assets/catalog/remy-sofa/detail.png","needs_manual_spec_match"
"BS-REMYSOFA-07","remy-sofa-07","莱米沙发","莱米沙发 双人位 / 橄榄绿 / 背景版","double","双人位 / 橄榄绿 / 背景版","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-07/main-01.png","/assets/catalog/remy-sofa/remy-sofa-07/main-01.png","/assets/catalog/remy-sofa/detail.png","needs_manual_spec_match"
"BS-REMYSOFA-08","remy-sofa-08","莱米沙发","莱米沙发 双人位 / 姜黄色 / 背景版","double","双人位 / 姜黄色 / 背景版","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-08/main-01.png","/assets/catalog/remy-sofa/remy-sofa-08/main-01.png","/assets/catalog/remy-sofa/detail.png","needs_manual_spec_match"
"BS-REMYSOFA-09","remy-sofa-09","莱米沙发","莱米沙发 双人位 / 深灰色 / 背景版","double","双人位 / 深灰色 / 背景版","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-09/main-01.png","/assets/catalog/remy-sofa/remy-sofa-09/main-01.png","/assets/catalog/remy-sofa/detail.png","needs_manual_spec_match"
"BS-REMYSOFA-10","remy-sofa-10","莱米沙发","莱米沙发 组合位 / 橄榄绿 / 背景版","combo","组合位 / 橄榄绿 / 背景版","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-10/main-01.png","/assets/catalog/remy-sofa/remy-sofa-10/main-01.png","/assets/catalog/remy-sofa/detail.png","needs_manual_spec_match"
"BS-REMYSOFA-11","remy-sofa-11","莱米沙发","莱米沙发 组合位 / 姜黄色 / 背景版","combo","组合位 / 姜黄色 / 背景版","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-11/main-01.png","/assets/catalog/remy-sofa/remy-sofa-11/main-01.png","/assets/catalog/remy-sofa/detail.png","needs_manual_spec_match"
"BS-REMYSOFA-12","remy-sofa-12","莱米沙发","莱米沙发 组合位 / 深灰色 / 背景版","combo","组合位 / 深灰色 / 背景版","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-12/main-01.png","/assets/catalog/remy-sofa/remy-sofa-12/main-01.png","/assets/catalog/remy-sofa/detail.png","needs_manual_spec_match"
"BS-MAMAHUGSOFA-01","mama-hug-sofa-01","妈妈的怀抱沙发","妈妈的怀抱沙发 多彩涂鸦","single","多彩涂鸦","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/mama-hug-sofa/mama-hug-sofa-01/main-01.png","/assets/catalog/mama-hug-sofa/mama-hug-sofa-01/main-01.png","/assets/catalog/mama-hug-sofa/detail.png","needs_manual_spec_match"
"BS-MAMAHUGSOFA-02","mama-hug-sofa-02","妈妈的怀抱沙发","妈妈的怀抱沙发 粉色","single","粉色","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/mama-hug-sofa/mama-hug-sofa-02/main-01.png","/assets/catalog/mama-hug-sofa/mama-hug-sofa-02/main-01.png","/assets/catalog/mama-hug-sofa/detail.png","needs_manual_spec_match"
"BS-MAMAHUGSOFA-03","mama-hug-sofa-03","妈妈的怀抱沙发","妈妈的怀抱沙发 红色","single","红色","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/mama-hug-sofa/mama-hug-sofa-03/main-01.png","/assets/catalog/mama-hug-sofa/mama-hug-sofa-03/main-01.png","/assets/catalog/mama-hug-sofa/detail.png","needs_manual_spec_match"
"BS-MAMAHUGSOFA-04","mama-hug-sofa-04","妈妈的怀抱沙发","妈妈的怀抱沙发 灰咖色","single","灰咖色","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/mama-hug-sofa/mama-hug-sofa-04/main-01.png","/assets/catalog/mama-hug-sofa/mama-hug-sofa-04/main-01.png","/assets/catalog/mama-hug-sofa/detail.png","needs_manual_spec_match"
"BS-MAMAHUGSOFA-05","mama-hug-sofa-05","妈妈的怀抱沙发","妈妈的怀抱沙发 绿色花卉","single","绿色花卉","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/mama-hug-sofa/mama-hug-sofa-05/main-01.png","/assets/catalog/mama-hug-sofa/mama-hug-sofa-05/main-01.png","/assets/catalog/mama-hug-sofa/detail.png","needs_manual_spec_match"
"BS-MAMAHUGSOFA-06","mama-hug-sofa-06","妈妈的怀抱沙发","妈妈的怀抱沙发 棕色条纹","single","棕色条纹","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/mama-hug-sofa/mama-hug-sofa-06/main-01.png","/assets/catalog/mama-hug-sofa/mama-hug-sofa-06/main-01.png","/assets/catalog/mama-hug-sofa/detail.png","needs_manual_spec_match"
"BS-BUBBLESOFA-04","bubble-sofa-04","泡泡沙发","泡泡沙发 绿色3人位","triple","绿色3人位","","","","","","","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/bubble-sofa/bubble-sofa-04/main-01.jpg","/assets/catalog/bubble-sofa/bubble-sofa-04/main-01.jpg","/assets/catalog/bubble-sofa/detail.jpg","needs_manual_spec_match"
"BS-PIEMONTESOFA-01","piemonte-sofa-01","皮埃蒙特","皮埃蒙特 黑白条纹","single","黑白条纹","单人","约85/110 x 85/105 x 63 cm","大包约95 x 55 x 30 cm; 小包约85 x 45 x 20 cm","待确认","medium","详情图字较小，需二次确认","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/piemonte-sofa/piemonte-sofa-01/main-01.png","/assets/catalog/piemonte-sofa/piemonte-sofa-01/main-01.png","/assets/catalog/piemonte-sofa/detail.jpg","matched_spec_needs_review"
"BS-PIEMONTESOFA-02","piemonte-sofa-02","皮埃蒙特","皮埃蒙特 姜黄色","single","姜黄色","单人","约85/110 x 85/105 x 63 cm","大包约95 x 55 x 30 cm; 小包约85 x 45 x 20 cm","待确认","medium","详情图字较小，需二次确认","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/piemonte-sofa/piemonte-sofa-02/main-01.png","/assets/catalog/piemonte-sofa/piemonte-sofa-02/main-01.png","/assets/catalog/piemonte-sofa/detail.jpg","matched_spec_needs_review"
"BS-PIEMONTESOFA-03","piemonte-sofa-03","皮埃蒙特","皮埃蒙特 米白色","single","米白色","单人","约85/110 x 85/105 x 63 cm","大包约95 x 55 x 30 cm; 小包约85 x 45 x 20 cm","待确认","medium","详情图字较小，需二次确认","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/piemonte-sofa/piemonte-sofa-03/main-01.png","/assets/catalog/piemonte-sofa/piemonte-sofa-03/main-01.png","/assets/catalog/piemonte-sofa/detail.jpg","matched_spec_needs_review"
"BS-PIEMONTESOFA-04","piemonte-sofa-04","皮埃蒙特","皮埃蒙特 棕色","single","棕色","单人","约85/110 x 85/105 x 63 cm","大包约95 x 55 x 30 cm; 小包约85 x 45 x 20 cm","待确认","medium","详情图字较小，需二次确认","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/piemonte-sofa/piemonte-sofa-04/main-01.png","/assets/catalog/piemonte-sofa/piemonte-sofa-04/main-01.png","/assets/catalog/piemonte-sofa/detail.jpg","matched_spec_needs_review"
"BS-TEDDYBEARSOFAA-01","teddy-bear-sofa-a-01","泰迪熊沙发-A","泰迪熊沙发-A","single","标准款","沙发床","沙发态180 x 100 x 70 cm; 展开约180 x 200 cm","待确认","待确认","medium","详情图显示 Small 150 / Medium 180 / Large 200，但未清楚标包装尺寸","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-01/main-01.jpg","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-01/main-01.jpg | /assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-01/main-02.jpg | /assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-01/main-03.png | /assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-01/main-04.png | /assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-01/main-05.png","/assets/catalog/teddy-bear-sofa-a/detail.jpg","matched_spec_needs_review"
"BS-TEDDYBEARSOFAA-02","teddy-bear-sofa-a-02","泰迪熊沙发-A","泰迪熊沙发-A 粉色 / 粉色","single","粉色 / 粉色","沙发床","沙发态180 x 100 x 70 cm; 展开约180 x 200 cm","待确认","待确认","medium","详情图显示 Small 150 / Medium 180 / Large 200，但未清楚标包装尺寸","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-02/main-01.png","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-02/main-01.png | /assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-02/main-02.png","/assets/catalog/teddy-bear-sofa-a/detail.jpg","matched_spec_needs_review"
"BS-TEDDYBEARSOFAA-03","teddy-bear-sofa-a-03","泰迪熊沙发-A","泰迪熊沙发-A 橙色","single","橙色","沙发床","沙发态180 x 100 x 70 cm; 展开约180 x 200 cm","待确认","待确认","medium","详情图显示 Small 150 / Medium 180 / Large 200，但未清楚标包装尺寸","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-03/main-01.png","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-03/main-01.png | /assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-03/main-02.png","/assets/catalog/teddy-bear-sofa-a/detail.jpg","matched_spec_needs_review"
"BS-TEDDYBEARSOFAA-04","teddy-bear-sofa-a-04","泰迪熊沙发-A","泰迪熊沙发-A 绿色","single","绿色","沙发床","沙发态180 x 100 x 70 cm; 展开约180 x 200 cm","待确认","待确认","medium","详情图显示 Small 150 / Medium 180 / Large 200，但未清楚标包装尺寸","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-04/main-01.png","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-04/main-01.png","/assets/catalog/teddy-bear-sofa-a/detail.jpg","matched_spec_needs_review"
"BS-TEDDYBEARSOFAA-05","teddy-bear-sofa-a-05","泰迪熊沙发-A","泰迪熊沙发-A 米白色","single","米白色","沙发床","沙发态180 x 100 x 70 cm; 展开约180 x 200 cm","待确认","待确认","medium","详情图显示 Small 150 / Medium 180 / Large 200，但未清楚标包装尺寸","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-05/main-01.png","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-05/main-01.png","/assets/catalog/teddy-bear-sofa-a/detail.jpg","matched_spec_needs_review"
"BS-TEDDYBEARSOFAA-06","teddy-bear-sofa-a-06","泰迪熊沙发-A","泰迪熊沙发-A 泰迪熊沙发-C / 米黄色 / 加金属边框","single","泰迪熊沙发-C / 米黄色 / 加金属边框","沙发床","沙发态180 x 100 x 70 cm; 展开约180 x 200 cm","待确认","待确认","medium","详情图显示 Small 150 / Medium 180 / Large 200，但未清楚标包装尺寸","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-06/main-01.png","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-06/main-01.png","/assets/catalog/teddy-bear-sofa-a/detail.jpg","matched_spec_needs_review"
"BS-CASHEWSOFA-01","cashew-sofa-01","腰果沙发","腰果沙发","single","标准款","单人/组合","单人80/100 x 80/100 x 约65 cm; 组合总宽240/280/340 cm，深103 cm，高55 cm","待确认","待确认","medium","详情页文字可读，包装重量未显示","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/cashew-sofa/cashew-sofa-01/main-01.jpg","/assets/catalog/cashew-sofa/cashew-sofa-01/main-01.jpg | /assets/catalog/cashew-sofa/cashew-sofa-01/main-02.jpg | /assets/catalog/cashew-sofa/cashew-sofa-01/main-03.jpg | /assets/catalog/cashew-sofa/cashew-sofa-01/main-04.jpg | /assets/catalog/cashew-sofa/cashew-sofa-01/main-05.jpg","/assets/catalog/cashew-sofa/detail.jpg","matched_spec_needs_review"
"BS-CASHEWSOFA-02","cashew-sofa-02","腰果沙发","腰果沙发 姜黄色","single","姜黄色","单人/组合","单人80/100 x 80/100 x 约65 cm; 组合总宽240/280/340 cm，深103 cm，高55 cm","待确认","待确认","medium","详情页文字可读，包装重量未显示","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/cashew-sofa/cashew-sofa-02/main-01.png","/assets/catalog/cashew-sofa/cashew-sofa-02/main-01.png","/assets/catalog/cashew-sofa/detail.jpg","matched_spec_needs_review"
"BS-CASHEWSOFA-03","cashew-sofa-03","腰果沙发","腰果沙发 米白色","single","米白色","单人/组合","单人80/100 x 80/100 x 约65 cm; 组合总宽240/280/340 cm，深103 cm，高55 cm","待确认","待确认","medium","详情页文字可读，包装重量未显示","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/cashew-sofa/cashew-sofa-03/main-01.png","/assets/catalog/cashew-sofa/cashew-sofa-03/main-01.png","/assets/catalog/cashew-sofa/detail.jpg","matched_spec_needs_review"
"BS-CASHEWSOFA-04","cashew-sofa-04","腰果沙发","腰果沙发 深蓝色","single","深蓝色","单人/组合","单人80/100 x 80/100 x 约65 cm; 组合总宽240/280/340 cm，深103 cm，高55 cm","待确认","待确认","medium","详情页文字可读，包装重量未显示","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/cashew-sofa/cashew-sofa-04/main-01.png","/assets/catalog/cashew-sofa/cashew-sofa-04/main-01.png","/assets/catalog/cashew-sofa/detail.jpg","matched_spec_needs_review"
"BS-YOGACHAIR-01","yoga-chair-01","瑜伽椅","瑜伽椅 黄色","single","黄色","躺椅","主体约80 x 160 x 70 cm","约100 x 100 x 20 cm","待确认","medium","详情图脚垫尺寸和重量不清","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/yoga-chair/yoga-chair-01/main-01.png","/assets/catalog/yoga-chair/yoga-chair-01/main-01.png | /assets/catalog/yoga-chair/yoga-chair-01/main-02.png | /assets/catalog/yoga-chair/yoga-chair-01/main-03.png","/assets/catalog/yoga-chair/detail.png","matched_spec_needs_review"
"BS-YOGACHAIR-02","yoga-chair-02","瑜伽椅","瑜伽椅","single","标准款","躺椅","主体约80 x 160 x 70 cm","约100 x 100 x 20 cm","待确认","medium","详情图脚垫尺寸和重量不清","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/yoga-chair/yoga-chair-02/main-01.png","/assets/catalog/yoga-chair/yoga-chair-02/main-01.png | /assets/catalog/yoga-chair/yoga-chair-02/main-02.png | /assets/catalog/yoga-chair/yoga-chair-02/main-03.png","/assets/catalog/yoga-chair/detail.png","matched_spec_needs_review"
